event_date,fighter,opponent,win
2011-08-14,Jared Hamman,CB Dollaway,True
2011-08-14,Duane Ludwig,Amir Sadollah,True
2011-08-14,Edwin Figueroa,Jason Reinhardt,True
2011-08-14,Charles Oliveira,Donald Cerrone,False
2011-08-14,Benson Henderson,Jim Miller,True
2011-08-14,Donald Cerrone,Charles Oliveira,True
2011-08-14,Karlos Vemola,Ronny Markes,False
2011-08-27,Forrest Griffin,Mauricio Rua,False
2011-08-27,Yushin Okami,Anderson Silva,False
2011-08-27,Felipe Arantes,Iuri Alcantara,False
2011-08-27,Luis Ramos,Erick Silva,False
2011-08-27,Johnny Eduardo,Raphael Assuncao,False
2011-08-27,Iuri Alcantara,Felipe Arantes,True
2011-08-27,Yves Jabouin,Ian Loveland,True
2011-08-27,Ian Loveland,Yves Jabouin,False
2011-08-27,Raphael Assuncao,Johnny Eduardo,True
2011-08-27,David Mitchell,Paulo Thiago,False
2011-08-27,Dan Miller,Rousimar Palhares,False
2011-08-27,Spencer Fisher,Thiago Tavares,False
2011-08-27,Erick Silva,Luis Ramos,True
2011-08-27,Brendan Schaub,Antonio Rodrigo Nogueira,False
2011-08-27,Anderson Silva,Yushin Okami,True
2011-08-27,Stanislav Nedkov,Luiz Cane,True
2011-08-27,Ross Pearson,Edson Barboza,False
2011-08-27,Antonio Rodrigo Nogueira,Brendan Schaub,True
2011-08-27,Luiz Cane,Stanislav Nedkov,False
2011-08-27,Mauricio Rua,Forrest Griffin,True
2011-08-27,Rousimar Palhares,Dan Miller,True
2011-08-27,Paulo Thiago,David Mitchell,True
2011-08-27,Edson Barboza,Ross Pearson,True
2011-08-27,Thiago Tavares,Spencer Fisher,True
2011-09-17,TJ Waldburger,Mike Stumpf,True
2011-09-17,Jake Shields,Jake Ellenberger,False
2011-09-17,Court McGee,Dongi Yang,True
2011-09-17,Jonathan Brookins,Erik Koch,False
2011-09-17,Alan Belcher,Jason MacDonald,True
2011-09-17,Cody McKenzie,Vagner Rocha,False
2011-09-17,Evan Dunham,Shamar Bailey,True
2011-09-17,Matthew Riddle,Lance Benoist,False
2011-09-17,Ken Stone,Donny Walker,True
2011-09-17,Clay Harvison,Seth Baczynski,False
2011-09-17,Robert Peralta,Mike Lullo,True
2011-09-17,Donny Walker,Ken Stone,False
2011-09-17,Erik Koch,Jonathan Brookins,True
2011-09-17,Jake Ellenberger,Jake Shields,True
2011-09-17,Dongi Yang,Court McGee,False
2011-09-17,Jason MacDonald,Alan Belcher,False
2011-09-17,Vagner Rocha,Cody McKenzie,True
2011-09-17,Shamar Bailey,Evan Dunham,False
2011-09-17,Lance Benoist,Matthew Riddle,True
2011-09-17,Seth Baczynski,Clay Harvison,True
2011-09-17,Jorge Lopez,Justin Edwards,False
2011-09-17,Mike Stumpf,TJ Waldburger,False
2011-09-17,Mike Lullo,Robert Peralta,False
2011-09-17,Justin Edwards,Jorge Lopez,True
2011-09-24,Eddie Yagin,Junior Assuncao,False
2011-09-24,Tim Boetsch,Nick Ring,True
2011-09-24,Quinton Jackson,Jon Jones,False
2011-09-24,Josh Koscheck,Matt Hughes,True
2011-09-24,Ricardo Romero,James Te Huna,False
2011-09-24,Aaron Riley,Tony Ferguson,False
2011-09-24,Takanori Gomi,Nate Diaz,False
2011-09-24,Cole Escovedo,Takeya Mizugaki,False
2011-09-24,Junior Assuncao,Eddie Yagin,True
2011-09-24,Takeya Mizugaki,Cole Escovedo,True
2011-09-24,Rob Broughton,Travis Browne,False
2011-09-24,Jon Jones,Quinton Jackson,True
2011-09-24,Matt Hughes,Josh Koscheck,False
2011-09-24,Ben Rothwell,Mark Hunt,False
2011-09-24,Travis Browne,Rob Broughton,True
2011-09-24,Nate Diaz,Takanori Gomi,True
2011-09-24,Tony Ferguson,Aaron Riley,True
2011-09-24,Nick Ring,Tim Boetsch,False
2011-09-24,James Te Huna,Ricardo Romero,True
2011-09-24,Mark Hunt,Ben Rothwell,True
2011-10-01,Paul Sass,Michael Johnson,True
2011-10-01,Stefan Struve,Pat Barry,True
2011-10-01,Demetrious Johnson,Dominick Cruz,False
2011-10-01,Josh Neer,Keith Wisniewski,True
2011-10-01,Shane Roller,TJ Grant,False
2011-10-01,Mike Easton,Byron Bloodworth,True
2011-10-01,Michael Johnson,Paul Sass,False
2011-10-01,Yves Edwards,Rafaello Oliveira,True
2011-10-01,Anthony Johnson,Charlie Brenneman,True
2011-10-01,Keith Wisniewski,Josh Neer,False
2011-10-01,Matt Wiman,Mac Danzig,True
2011-10-01,Byron Bloodworth,Mike Easton,False
2011-10-01,Rafaello Oliveira,Yves Edwards,False
2011-10-01,Pat Barry,Stefan Struve,False
2011-10-01,Walel Watson,Joseph Sandoval,True
2011-10-01,Joseph Sandoval,Walel Watson,False
2011-10-01,Dominick Cruz,Demetrious Johnson,True
2011-10-01,Mac Danzig,Matt Wiman,False
2011-10-01,Charlie Brenneman,Anthony Johnson,False
2011-10-01,TJ Grant,Shane Roller,True
2011-10-08,Melvin Guillard,Joe Lauzon,False
2011-10-08,Frankie Edgar,Gray Maynard,True
2011-10-08,Jose Aldo,Kenny Florian,True
2011-10-08,Chael Sonnen,Brian Stann,True
2011-10-08,Leonard Garcia,Nam Phan,False
2011-10-08,Demian Maia,Jorge Santiago,True
2011-10-08,Brian Stann,Chael Sonnen,False
2011-10-08,Joey Beltran,Stipe Miocic,False
2011-10-08,Mike Massenzio,Steve Cantwell,True
2011-10-08,Steve Cantwell,Mike Massenzio,False
2011-10-08,Gray Maynard,Frankie Edgar,False
2011-10-08,Kenny Florian,Jose Aldo,False
2011-10-08,Nam Phan,Leonard Garcia,True
2011-10-08,Anthony Pettis,Jeremy Stephens,True
2011-10-08,Joe Lauzon,Melvin Guillard,True
2011-10-08,Jeremy Stephens,Anthony Pettis,False
2011-10-08,Stipe Miocic,Joey Beltran,True
2011-10-08,Darren Elkins,Zhang Tiequan,True
2011-10-08,Eric Schafer,Aaron Simpson,False
2011-10-08,Aaron Simpson,Eric Schafer,True
2011-10-08,Zhang Tiequan,Darren Elkins,False
2011-10-08,Jorge Santiago,Demian Maia,False
2011-10-29,Roy Nelson,Mirko Filipovic,True
2011-10-29,Nick Diaz,BJ Penn,True
2011-10-29,Matt Mitrione,Cheick Kongo,False
2011-10-29,Tyson Griffin,Bart Palaszewski,False
2011-10-29,Donald Cerrone,Dennis Siver,True
2011-10-29,Bart Palaszewski,Tyson Griffin,True
2011-10-29,Eliot Marshall,Brandon Vera,False
2011-10-29,Danny Downes,Ramsey Nijem,False
2011-10-29,Francis Carmont,Chris Camozzi,True
2011-10-29,BJ Penn,Nick Diaz,False
2011-10-29,Cheick Kongo,Matt Mitrione,True
2011-10-29,Mirko Filipovic,Roy Nelson,False
2011-10-29,Scott Jorgensen,Jeff Curran,True
2011-10-29,Hatsu Hioki,George Roop,True
2011-10-29,Dennis Siver,Donald Cerrone,False
2011-10-29,George Roop,Hatsu Hioki,False
2011-10-29,Brandon Vera,Eliot Marshall,True
2011-10-29,Ramsey Nijem,Danny Downes,True
2011-10-29,Jeff Curran,Scott Jorgensen,False
2011-10-29,Clifford Starks,Dustin Jacoby,True
2011-10-29,Dustin Jacoby,Clifford Starks,False
2011-10-29,Chris Camozzi,Francis Carmont,False
2011-11-05,Brad Pickett,Renan Barao,False
2011-11-05,Mark Munoz,Chris Leben,True
2011-11-05,Vaughan Lee,Chris Cariaso,False
2011-11-05,Chris Leben,Mark Munoz,False
2011-11-05,Renan Barao,Brad Pickett,True
2011-11-05,Papy Abedi,Thiago Alves,False
2011-11-05,Anthony Perosh,Cyrille Diabate,True
2011-11-05,Edward Faaloloto,Terry Etim,False
2011-11-05,Chris Cope,Che Mills,False
2011-11-05,Michihiro Omigawa,Jason Young,True
2011-11-05,Rob Broughton,Philip De Fries,False
2011-11-05,John Maguire,Justin Edwards,True
2011-11-05,Terry Etim,Edward Faaloloto,True
2011-11-05,Cyrille Diabate,Anthony Perosh,False
2011-11-05,Thiago Alves,Papy Abedi,True
2011-11-05,Philip De Fries,Rob Broughton,True
2011-11-05,Chris Cariaso,Vaughan Lee,True
2011-11-05,Justin Edwards,John Maguire,False
2011-11-05,Jason Young,Michihiro Omigawa,False
2011-11-05,Che Mills,Chris Cope,True
2011-11-12,Aaron Rosa,Matt Lucas,True
2011-11-12,Alex Caceres,Cole Escovedo,True
2011-11-12,Norifumi Yamamoto,Darren Uyenoyama,False
2011-11-12,DaMarques Johnson,Clay Harvison,True
2011-11-12,Cub Swanson,Ricardo Lamas,False
2011-11-12,Dustin Poirier,Pablo Garza,True
2011-11-12,Clay Guida,Benson Henderson,False
2011-11-12,Cain Velasquez,Junior Dos Santos,False
2011-11-12,Junior Dos Santos,Cain Velasquez,True
2011-11-12,Mike Pierce,Paul Bradley,True
2011-11-12,Matt Lucas,Aaron Rosa,False
2011-11-12,Benson Henderson,Clay Guida,True
2011-11-12,Pablo Garza,Dustin Poirier,False
2011-11-12,Ricardo Lamas,Cub Swanson,True
2011-11-12,Clay Harvison,DaMarques Johnson,False
2011-11-12,Darren Uyenoyama,Norifumi Yamamoto,True
2011-11-12,Cole Escovedo,Alex Caceres,False
2011-11-12,Paul Bradley,Mike Pierce,False
2011-11-19,Michael McDonald,Alex Soto,True
2011-11-19,Matt Brown,Seth Baczynski,False
2011-11-19,Miguel Torres,Nick Pace,True
2011-11-19,Danny Castillo,Shamar Bailey,True
2011-11-19,Mauricio Rua,Dan Henderson,False
2011-11-19,Wanderlei Silva,Cung Le,True
2011-11-19,Rick Story,Martin Kampmann,False
2011-11-19,Gleison Tibau,Rafael Dos Anjos,True
2011-11-19,Ryan Bader,Jason Brilz,True
2011-11-19,Tom Lawlor,Chris Weidman,False
2011-11-19,Stephan Bonnar,Kyle Kingsbury,True
2011-11-19,Urijah Faber,Brian Bowles,True
2011-11-19,Chris Weidman,Tom Lawlor,True
2011-11-19,Seth Baczynski,Matt Brown,True
2011-11-19,Nick Pace,Miguel Torres,False
2011-11-19,Rafael Dos Anjos,Gleison Tibau,False
2011-11-19,Alex Soto,Michael McDonald,False
2011-11-19,Jason Brilz,Ryan Bader,False
2011-11-19,Shamar Bailey,Danny Castillo,False
2011-11-19,Kyle Kingsbury,Stephan Bonnar,False
2011-11-19,Brian Bowles,Urijah Faber,False
2011-11-19,Cung Le,Wanderlei Silva,False
2011-11-19,Dan Henderson,Mauricio Rua,True
2011-11-19,Martin Kampmann,Rick Story,True
2011-12-03,Jason Miller,Michael Bisping,False
2011-12-03,Marcus Brimage,Stephen Bass,True
2011-12-03,Michael Bisping,Jason Miller,True
2011-12-03,Diego Brandao,Dennis Bermudez,True
2011-12-03,Dustin Pague,John Albert,False
2011-12-03,Bryan Caraway,Dustin Neace,True
2011-12-03,TJ Dillashaw,John Dodson,False
2011-12-03,Dennis Bermudez,Diego Brandao,False
2011-12-03,John Dodson,TJ Dillashaw,True
2011-12-03,Yves Edwards,Tony Ferguson,False
2011-12-03,Tony Ferguson,Yves Edwards,True
2011-12-03,Steven Siler,Josh Clopton,True
2011-12-03,Roland Delorme,Josh Ferguson,True
2011-12-03,Josh Clopton,Steven Siler,False
2011-12-03,Dustin Neace,Bryan Caraway,False
2011-12-03,John Albert,Dustin Pague,True
2011-12-03,Stephen Bass,Marcus Brimage,False
2011-12-03,Johnny Bedford,Louis Gaudinot,True
2011-12-03,Josh Ferguson,Roland Delorme,False
2011-12-03,Louis Gaudinot,Johnny Bedford,False
2011-12-10,Jon Jones,Lyoto Machida,True
2011-12-10,Tito Ortiz,Rogerio Nogueira,False
2011-12-10,Claude Patrick,Brian Ebersole,False
2011-12-10,Mark Hominick,Chan Sung Jung,False
2011-12-10,Krzysztof Soszynski,Igor Pokrajac,False
2011-12-10,Jared Hamman,Constantinos Philippou,False
2011-12-10,John Makdessi,Dennis Hallman,False
2011-12-10,Walel Watson,Yves Jabouin,False
2011-12-10,Brian Ebersole,Claude Patrick,True
2011-12-10,Mitch Clarke,John Cholish,False
2011-12-10,Lyoto Machida,Jon Jones,False
2011-12-10,Mark Bocek,Nik Lentz,True
2011-12-10,John Cholish,Mitch Clarke,True
2011-12-10,Antonio Rodrigo Nogueira,Frank Mir,False
2011-12-10,Jake Hecht,Rich Attonito,True
2011-12-10,Nik Lentz,Mark Bocek,False
2011-12-10,Yves Jabouin,Walel Watson,True
2011-12-10,Dennis Hallman,John Makdessi,True
2011-12-10,Constantinos Philippou,Jared Hamman,True
2011-12-10,Igor Pokrajac,Krzysztof Soszynski,True
2011-12-10,Chan Sung Jung,Mark Hominick,True
2011-12-10,Rogerio Nogueira,Tito Ortiz,True
2011-12-10,Rich Attonito,Jake Hecht,False
2011-12-10,Frank Mir,Antonio Rodrigo Nogueira,True
2011-12-30,Manvel Gamburyan,Diego Nunes,False
2011-12-30,Efrain Escudero,Jacob Volkmann,False
2011-12-30,Sean Pierson,Dong Hyun Kim,False
2011-12-30,Danny Castillo,Anthony Njokuani,True
2011-12-30,Alistair Overeem,Brock Lesnar,True
2011-12-30,Junior Assuncao,Ross Pearson,False
2011-12-30,Brock Lesnar,Alistair Overeem,False
2011-12-30,Nate Diaz,Donald Cerrone,True
2011-12-30,Jon Fitch,Johny Hendricks,False
2011-12-30,Vladimir Matyushenko,Alexander Gustafsson,False
2011-12-30,Nam Phan,Jimy Hettes,False
2011-12-30,Ross Pearson,Junior Assuncao,True
2011-12-30,Anthony Njokuani,Danny Castillo,False
2011-12-30,Dong Hyun Kim,Sean Pierson,True
2011-12-30,Jacob Volkmann,Efrain Escudero,True
2011-12-30,Jimy Hettes,Nam Phan,True
2011-12-30,Alexander Gustafsson,Vladimir Matyushenko,True
2011-12-30,Johny Hendricks,Jon Fitch,True
2011-12-30,Donald Cerrone,Nate Diaz,False
2011-12-30,Diego Nunes,Manvel Gamburyan,True
2012-01-14,Chad Mendes,Jose Aldo,False
2012-01-14,Anthony Johnson,Vitor Belfort,False
2012-01-14,Sam Stout,Thiago Tavares,False
2012-01-14,Mike Massenzio,Rousimar Palhares,False
2012-01-14,Ricardo Funch,Mike Pyle,False
2012-01-14,Carlo Prater,Erick Silva,True
2012-01-14,Terry Etim,Edson Barboza,False
2012-01-14,Ednaldo Oliveira,Gabriel Gonzaga,False
2012-01-14,Michihiro Omigawa,Iuri Alcantara,False
2012-01-14,Mike Pyle,Ricardo Funch,True
2012-01-14,Gabriel Gonzaga,Ednaldo Oliveira,True
2012-01-14,Antonio Carvalho,Felipe Arantes,False
2012-01-14,Felipe Arantes,Antonio Carvalho,True
2012-01-14,Iuri Alcantara,Michihiro Omigawa,True
2012-01-14,Thiago Tavares,Sam Stout,True
2012-01-14,Vitor Belfort,Anthony Johnson,True
2012-01-14,Erick Silva,Carlo Prater,False
2012-01-14,Rousimar Palhares,Mike Massenzio,True
2012-01-14,Jose Aldo,Chad Mendes,True
2012-01-14,Edson Barboza,Terry Etim,True
2012-01-20,Khabib Nurmagomedov,Kamal Shalorus,True
2012-01-20,Kamal Shalorus,Khabib Nurmagomedov,False
2012-01-20,Duane Ludwig,Josh Neer,False
2012-01-20,Mike Easton,Jared Papazian,True
2012-01-20,Jorge Rivera,Eric Schafer,True
2012-01-20,Pat Barry,Christian Morecraft,True
2012-01-20,Nick Denis,Joseph Sandoval,True
2012-01-20,Eric Schafer,Jorge Rivera,False
2012-01-20,Christian Morecraft,Pat Barry,False
2012-01-20,Jared Papazian,Mike Easton,False
2012-01-20,Josh Neer,Duane Ludwig,True
2012-01-20,Jim Miller,Melvin Guillard,True
2012-01-20,Charlie Brenneman,Daniel Roberts,True
2012-01-20,Daniel Roberts,Charlie Brenneman,False
2012-01-20,Melvin Guillard,Jim Miller,False
2012-01-20,Joseph Sandoval,Nick Denis,False
2012-01-20,Daniel Pineda,Pat Schilling,True
2012-01-20,Tommy Hayden,Fabricio Camoes,False
2012-01-20,Fabricio Camoes,Tommy Hayden,True
2012-01-20,Pat Schilling,Daniel Pineda,False
2012-01-28,Nik Lentz,Evan Dunham,False
2012-01-28,Jon Olav Einemo,Mike Russow,False
2012-01-28,George Roop,Cub Swanson,False
2012-01-28,Eric Wisely,Charles Oliveira,False
2012-01-28,Shane Roller,Michael Johnson,False
2012-01-28,Lavar Johnson,Joey Beltran,True
2012-01-28,Joey Beltran,Lavar Johnson,False
2012-01-28,Michael Johnson,Shane Roller,True
2012-01-28,Charles Oliveira,Eric Wisely,True
2012-01-28,Phil Davis,Rashad Evans,False
2012-01-28,Mike Russow,Jon Olav Einemo,True
2012-01-28,Dustin Jacoby,Chris Camozzi,False
2012-01-28,Evan Dunham,Nik Lentz,True
2012-01-28,Demian Maia,Chris Weidman,False
2012-01-28,Chael Sonnen,Michael Bisping,True
2012-01-28,Rashad Evans,Phil Davis,True
2012-01-28,Chris Weidman,Demian Maia,True
2012-01-28,Chris Camozzi,Dustin Jacoby,True
2012-01-28,Michael Bisping,Chael Sonnen,False
2012-01-28,Cub Swanson,George Roop,True
2012-02-04,Stephen Thompson,Dan Stittgen,True
2012-02-04,Roy Nelson,Fabricio Werdum,False
2012-02-04,Fabricio Werdum,Roy Nelson,True
2012-02-04,Josh Koscheck,Mike Pierce,True
2012-02-04,Renan Barao,Scott Jorgensen,True
2012-02-04,Ed Herman,Clifford Starks,True
2012-02-04,Dustin Poirier,Max Holloway,True
2012-02-04,Alex Caceres,Edwin Figueroa,False
2012-02-04,Matt Brown,Chris Cope,True
2012-02-04,Matthew Riddle,Henry Martinez,True
2012-02-04,Rafael Natal,Michael Kuiper,True
2012-02-04,Dan Stittgen,Stephen Thompson,False
2012-02-04,Nick Diaz,Carlos Condit,False
2012-02-04,Carlos Condit,Nick Diaz,True
2012-02-04,Michael Kuiper,Rafael Natal,False
2012-02-04,Henry Martinez,Matthew Riddle,False
2012-02-04,Chris Cope,Matt Brown,False
2012-02-04,Edwin Figueroa,Alex Caceres,True
2012-02-04,Max Holloway,Dustin Poirier,False
2012-02-04,Clifford Starks,Ed Herman,False
2012-02-04,Scott Jorgensen,Renan Barao,False
2012-02-04,Mike Pierce,Josh Koscheck,False
2012-02-15,TJ Dillashaw,Walel Watson,True
2012-02-15,Jonathan Brookins,Vagner Rocha,True
2012-02-15,Anton Kuivanen,Justin Salas,False
2012-02-15,Aaron Simpson,Ronny Markes,False
2012-02-15,Stefan Struve,Dave Herman,True
2012-02-15,Diego Sanchez,Jake Ellenberger,False
2012-02-15,Ivan Menjivar,John Albert,True
2012-02-15,Stipe Miocic,Philip De Fries,True
2012-02-15,Bernardo Magalhaes,Tim Means,False
2012-02-15,Ronny Markes,Aaron Simpson,True
2012-02-15,Justin Salas,Anton Kuivanen,True
2012-02-15,Jake Ellenberger,Diego Sanchez,True
2012-02-15,Vagner Rocha,Jonathan Brookins,False
2012-02-15,John Albert,Ivan Menjivar,False
2012-02-15,Dave Herman,Stefan Struve,False
2012-02-15,Tim Means,Bernardo Magalhaes,True
2012-02-15,Walel Watson,TJ Dillashaw,False
2012-02-15,Philip De Fries,Stipe Miocic,False
2012-02-25,Bart Palaszewski,Hatsu Hioki,False
2012-02-25,Issei Tamura,Zhang Tiequan,True
2012-02-25,Jake Shields,Yoshihiro Akiyama,True
2012-02-25,Cheick Kongo,Mark Hunt,False
2012-02-25,Ryan Bader,Quinton Jackson,True
2012-02-25,Benson Henderson,Frankie Edgar,True
2012-02-25,Tim Boetsch,Yushin Okami,True
2012-02-25,Takeya Mizugaki,Chris Cariaso,False
2012-02-25,Riki Fukuda,Steve Cantwell,True
2012-02-25,Frankie Edgar,Benson Henderson,False
2012-02-25,Quinton Jackson,Ryan Bader,False
2012-02-25,Mark Hunt,Cheick Kongo,True
2012-02-25,Yoshihiro Akiyama,Jake Shields,False
2012-02-25,Yushin Okami,Tim Boetsch,False
2012-02-25,Hatsu Hioki,Bart Palaszewski,True
2012-02-25,Anthony Pettis,Joe Lauzon,True
2012-02-25,Joe Lauzon,Anthony Pettis,False
2012-02-25,Eiji Mitsuoka,Takanori Gomi,False
2012-02-25,Takanori Gomi,Eiji Mitsuoka,True
2012-02-25,Steve Cantwell,Riki Fukuda,False
2012-02-25,Chris Cariaso,Takeya Mizugaki,True
2012-02-25,Vaughan Lee,Norifumi Yamamoto,True
2012-02-25,Norifumi Yamamoto,Vaughan Lee,False
2012-02-25,Zhang Tiequan,Issei Tamura,False
2012-03-02,Thiago Alves,Martin Kampmann,False
2012-03-02,Joseph Benavidez,Yasuhiro Urushitani,True
2012-03-02,Court McGee,Constantinos Philippou,False
2012-03-02,James Te Huna,Aaron Rosa,True
2012-03-02,Anthony Perosh,Nick Penner,True
2012-03-02,Cole Miller,Steven Siler,False
2012-03-02,TJ Waldburger,Jake Hecht,True
2012-03-02,Daniel Pineda,Mackens Semerzier,True
2012-03-02,Kyle Noke,Andrew Craig,False
2012-03-02,Shawn Jordan,Oli Thompson,True
2012-03-02,Jake Hecht,TJ Waldburger,False
2012-03-02,Andrew Craig,Kyle Noke,True
2012-03-02,Steven Siler,Cole Miller,True
2012-03-02,Nick Penner,Anthony Perosh,False
2012-03-02,Mackens Semerzier,Daniel Pineda,False
2012-03-02,Aaron Rosa,James Te Huna,False
2012-03-02,Constantinos Philippou,Court McGee,True
2012-03-02,Yasuhiro Urushitani,Joseph Benavidez,False
2012-03-02,Martin Kampmann,Thiago Alves,True
2012-03-02,Oli Thompson,Shawn Jordan,False
2012-04-14,Brian Stann,Alessio Sakara,True
2012-04-14,Paulo Thiago,Siyar Bahadurzada,False
2012-04-14,Dennis Siver,Diego Nunes,True
2012-04-14,DaMarques Johnson,John Maguire,False
2012-04-14,Jason Young,Eric Wisely,True
2012-04-14,Papy Abedi,James Head,False
2012-04-14,Cyrille Diabate,Tom DeBlass,True
2012-04-14,Francis Carmont,Magnus Cedenblad,True
2012-04-14,Reza Madadi,Yoislandy Izquierdo,True
2012-04-14,Brad Pickett,Damacio Page,True
2012-04-14,Simeon Thoresen,Besam Yousef,True
2012-04-14,Alexander Gustafsson,Thiago Silva,True
2012-04-14,Thiago Silva,Alexander Gustafsson,False
2012-04-14,Besam Yousef,Simeon Thoresen,False
2012-04-14,Yoislandy Izquierdo,Reza Madadi,False
2012-04-14,Magnus Cedenblad,Francis Carmont,False
2012-04-14,Tom DeBlass,Cyrille Diabate,False
2012-04-14,James Head,Papy Abedi,True
2012-04-14,Alessio Sakara,Brian Stann,False
2012-04-14,John Maguire,DaMarques Johnson,True
2012-04-14,Diego Nunes,Dennis Siver,False
2012-04-14,Siyar Bahadurzada,Paulo Thiago,True
2012-04-14,Eric Wisely,Jason Young,False
2012-04-14,Damacio Page,Brad Pickett,False
2012-04-21,Chris Clements,Keith Wisniewski,True
2012-04-21,Efrain Escudero,Mac Danzig,False
2012-04-21,Anthony Njokuani,John Makdessi,True
2012-04-21,Stephen Thompson,Matt Brown,False
2012-04-21,Chad Griggs,Travis Browne,False
2012-04-21,Eddie Yagin,Mark Hominick,True
2012-04-21,Michael McDonald,Miguel Torres,True
2012-04-21,Ben Rothwell,Brendan Schaub,True
2012-04-21,Che Mills,Rory MacDonald,False
2012-04-21,Brendan Schaub,Ben Rothwell,False
2012-04-21,John Alessio,Mark Bocek,False
2012-04-21,Rashad Evans,Jon Jones,False
2012-04-21,Rory MacDonald,Che Mills,True
2012-04-21,Maximo Blanco,Marcus Brimage,False
2012-04-21,Miguel Torres,Michael McDonald,False
2012-04-21,Mark Hominick,Eddie Yagin,False
2012-04-21,Mark Bocek,John Alessio,True
2012-04-21,Travis Browne,Chad Griggs,True
2012-04-21,Matt Brown,Stephen Thompson,True
2012-04-21,John Makdessi,Anthony Njokuani,False
2012-04-21,Mac Danzig,Efrain Escudero,True
2012-04-21,Keith Wisniewski,Chris Clements,False
2012-04-21,Jon Jones,Rashad Evans,True
2012-04-21,Marcus Brimage,Maximo Blanco,True
2012-05-05,Nick Denis,Roland Delorme,False
2012-05-05,Nate Diaz,Jim Miller,True
2012-05-05,Josh Koscheck,Johny Hendricks,False
2012-05-05,Rousimar Palhares,Alan Belcher,False
2012-05-05,Pat Barry,Lavar Johnson,False
2012-05-05,Mike Massenzio,Karlos Vemola,False
2012-05-05,Dennis Bermudez,Pablo Garza,True
2012-05-05,Danny Castillo,John Cholish,True
2012-05-05,Louis Gaudinot,John Lineker,True
2012-05-05,John Hathaway,Pascal Krauss,True
2012-05-05,Jim Miller,Nate Diaz,False
2012-05-05,Johny Hendricks,Josh Koscheck,True
2012-05-05,John Dodson,Tim Elliott,True
2012-05-05,Lavar Johnson,Pat Barry,True
2012-05-05,Michael Johnson,Tony Ferguson,True
2012-05-05,Tim Elliott,John Dodson,False
2012-05-05,Pascal Krauss,John Hathaway,False
2012-05-05,Tony Ferguson,Michael Johnson,False
2012-05-05,John Cholish,Danny Castillo,False
2012-05-05,Pablo Garza,Dennis Bermudez,False
2012-05-05,Roland Delorme,Nick Denis,True
2012-05-05,John Lineker,Louis Gaudinot,False
2012-05-05,Alan Belcher,Rousimar Palhares,True
2012-05-05,Karlos Vemola,Mike Massenzio,True
2012-05-15,Igor Pokrajac,Fabio Maldonado,True
2012-05-15,Rafael Dos Anjos,Kamal Shalorus,True
2012-05-15,TJ Grant,Carlo Prater,True
2012-05-15,Cody McKenzie,Marcus LeVesseur,True
2012-05-15,Brad Tavares,Dongi Yang,True
