fighter1,fighter2,win,reach_diff,height_diff,age_diff,slpm_diff,td_avg_diff,strike_acc_diff,td_acc_diff,sapm_diff,td_def_diff,strike_def_diff,sub_avg_diff,total_wins_diff,total_losses_diff,total_draws_diff,ufc_wins_diff,ufc_losses_diff,ufc_nc_diff
Elise Reed,Jinh Yu Frey,1,-2.0,0.0,7.545516769336071,-0.31000000000000005,-0.44000000000000006,6.0,24.0,-1.1700000000000004,-48.0,0.0,-0.3,-4.0,-6.0,0.0,0.0,0.0,-1.0
Jamie Mullarkey,Muhammad Naimov,0,4.0,7.6200000000000045,0.02737850787132101,1.0899999999999999,0.8799999999999999,1.0,6.0,-0.25,19.0,13.0,0.1,7.0,4.0,0.0,0.0,0.0,7.0
John Castaneda,Muin Gafurov,1,3.0,-2.539999999999992,-4.413415468856948,1.2600000000000002,-0.71,6.0,12.0,1.8499999999999996,9.0,7.0,0.2,2.0,0.0,0.0,0.0,0.0,3.0
Don'Tale Mayes,Andrei Arlovski,1,4.0,7.6200000000000045,12.947296372347708,-0.3899999999999997,0.5,-2.0,10.0,0.5299999999999998,-20.0,-13.0,-0.2,-24.0,-17.0,0.0,0.0,0.0,-33.0
Johnny Munoz,Daniel Santos,0,4.0,5.079999999999984,-2.0643394934976045,-1.8199999999999998,0.5,-1.0,-25.0,-2.46,-28.0,5.0,1.8,0.0,2.0,0.0,0.0,0.0,3.0
Elizeu Zaleski dos Santos,Abubakar Nurmagomedov,1,1.0,0.0,-2.924024640657084,1.7000000000000006,-0.78,-12.0,-8.0,0.4900000000000002,-23.0,-7.0,0.4,7.0,3.0,-1.0,0.0,0.0,9.0
Ketlen Souza,Karine Silva,0,-4.0,-5.079999999999984,0.7091033538672142,-3.37,-2.45,-35.0,-60.0,-1.6600000000000001,0.0,20.0,-4.1,-4.0,0.0,0.0,0.0,0.0,-2.0
Tim Elliott,Victor Altamirano,1,-4.0,-2.539999999999992,-4.082135523613963,-1.5899999999999999,1.6099999999999999,-13.0,22.0,-1.3200000000000003,-4.0,3.0,1.0,8.0,10.0,1.0,0.0,0.0,15.0
Jim Miller,Jesse Butler,1,-2.0,-5.0800000000000125,-8.733744010951403,0.25,1.56,27.0,43.0,-4.75,48.0,18.0,1.8,24.0,12.0,0.0,0.0,0.0,41.0
Daniel Pineda,Alex Caceres,0,-4.0,-7.6200000000000045,-2.8720054757015743,-1.0700000000000003,1.15,-1.0,-43.0,0.25,-16.0,-17.0,1.0,7.0,1.0,0.0,0.0,0.0,-17.0
Kai Kara-France,Amir Albazi,0,1.0,-2.539999999999992,-0.5886379192334018,1.7700000000000005,-1.08,0.0,0.0,0.17000000000000037,48.0,2.0,-0.7,7.0,10.0,0.0,0.0,0.0,6.0
Victoria Leonardo,Natalia Silva,0,-1.0,2.539999999999992,-6.965092402464066,-1.9300000000000002,0.92,-9.0,-6.0,2.47,-21.0,-19.0,0.0,-7.0,1.0,-1.0,0.0,0.0,0.0
Nick Fiore,Chase Hooper,0,-2.0,-7.619999999999976,-1.757700205338809,-2.17,1.03,-5.0,23.0,4.26,21.0,6.0,-2.1,-6.0,-1.0,-1.0,0.0,0.0,-5.0
Rodrigo Nascimento,Ilir Latifi,1,7.0,10.159999999999997,10.33264887063655,2.1500000000000004,-0.5299999999999998,4.0,6.0,1.6699999999999995,-25.0,-16.0,0.6000000000000001,-7.0,-8.0,0.0,0.0,0.0,-11.0
Orion Cosce,Gilbert Urbina,0,-4.0,-10.159999999999997,-1.7248459958932238,-3.56,-2.04,-7.0,-10.0,-0.07000000000000028,61.0,-3.0,-1.0,1.0,-1.0,0.0,0.0,0.0,1.0
Vanessa Demopoulos,Karolina Kowalkiewicz,0,-5.0,-2.539999999999992,2.937713894592745,-2.48,0.13,0.0,-13.0,-0.4900000000000002,-44.0,-16.0,0.49999999999999994,-6.0,-2.0,0.0,0.0,0.0,-10.0
Maheshate,Viacheslav Borshchev,0,2.0,2.539999999999992,7.8959616700889805,-1.7199999999999998,0.0,-31.0,0.0,1.4200000000000004,10.0,-7.0,0.0,2.0,0.0,0.0,0.0,0.0,-1.0
Diego Ferreira,Michael Johnson,1,1.0,-2.5400000000000205,-1.374401095140315,0.3799999999999999,0.24999999999999994,-2.0,-16.0,-0.4900000000000002,-17.0,-2.0,0.6,-4.0,-14.0,0.0,0.0,0.0,-14.0
Andre Fialho,Joaquin Buckley,0,-2.0,5.079999999999984,-0.05475701574264202,-0.5700000000000003,-1.26,8.0,64.0,2.9499999999999997,1.0,-12.0,0.0,-1.0,2.0,0.0,0.0,0.0,-4.0
Loopy Godinez,Emily Ducote,1,-2.0,0.0,-0.3203285420944558,-2.8999999999999995,3.57,2.0,33.0,-4.460000000000001,-10.0,6.0,1.3,-2.0,-5.0,0.0,0.0,0.0,5.0
Anthony Hernandez,Edmen Shahbazyan,1,0.0,-5.0800000000000125,-4.090349075975359,0.8700000000000001,4.62,11.0,18.0,-0.77,0.0,3.0,2.3,-1.0,-2.0,0.0,0.0,0.0,-2.0
Angela Hill,Mackenzie Dern,0,1.0,-2.539999999999992,-8.19438740588638,2.1,-0.27,9.0,14.0,0.8799999999999999,36.0,10.0,-1.4,2.0,10.0,0.0,0.0,0.0,12.0
Bryan Battle,Gabe Green,1,4.0,7.619999999999976,1.3880903490759753,-1.7600000000000007,0.10999999999999999,9.0,-25.0,-3.22,-8.0,-5.0,0.3,0.0,-3.0,0.0,0.0,0.0,1.0
Ji Yeon Kim,Mandy Bohm,0,1.0,0.0,0.2190280629705681,2.8600000000000003,-0.72,-9.0,-18.0,2.17,-25.0,-4.0,-0.6,1.0,5.0,2.0,0.0,0.0,7.0
Douglas Silva de Andrade,Cody Stamann,1,4.0,2.539999999999992,-4.383299110198494,-0.7299999999999995,-1.73,-9.0,7.0,0.3600000000000003,-6.0,-4.0,0.2,8.0,-1.0,-1.0,0.0,0.0,-1.0
Chase Sherman,Karl Williams,0,-1.0,2.539999999999992,-0.13963039014373715,3.11,-3.91,-4.0,4.0,4.8500000000000005,-26.0,-10.0,0.0,7.0,11.0,0.0,0.0,0.0,13.0
Court McGee,Matt Brown,0,0.0,-2.539999999999992,3.920602327173169,0.8700000000000001,0.20999999999999996,-18.0,-21.0,0.7600000000000002,6.0,5.0,-0.9,-4.0,-7.0,0.0,0.0,0.0,-9.0
Alex Morono,Tim Means,1,-3.0,-7.6200000000000045,6.485968514715948,-0.08000000000000007,-0.8199999999999998,-8.0,-20.0,0.52,-15.0,-2.0,0.09999999999999998,-10.0,-6.0,-1.0,0.0,0.0,-9.0
Ihor Potieria,Carlos Ulberg,0,-2.0,-2.539999999999992,5.557837097878165,-2.8499999999999996,-0.95,-3.0,-75.0,1.9299999999999997,-42.0,-10.0,-0.3,9.0,3.0,0.0,0.0,0.0,-3.0
Ian Garry,Daniel Rodriguez,1,0.0,5.0800000000000125,10.880219028062971,-0.6299999999999999,0.050000000000000044,6.0,25.0,-1.7000000000000002,6.0,-3.0,-0.1,-4.0,-4.0,0.0,0.0,0.0,-4.0
Anthony Smith,Johnny Walker,0,-6.0,-5.0800000000000125,-3.676933607118412,-0.71,0.020000000000000018,-8.0,-72.0,1.81,-9.0,1.0,-0.30000000000000004,16.0,11.0,0.0,0.0,0.0,8.0
Jailton Almeida,Jairzinho Rozenstruik,1,1.0,2.539999999999992,3.274469541409993,1.0,6.4,19.0,68.0,-2.85,-23.0,-20.0,2.5,6.0,-3.0,0.0,0.0,0.0,-7.0
Ikram Aliskerov,Phil Hawes,1,-1.0,0.0,3.912388774811773,2.6900000000000004,0.050000000000000266,6.0,-3.0,3.45,-100.0,-19.0,2.0999999999999996,3.0,-4.0,0.0,0.0,0.0,-5.0
Braxton Smith,Parker Porter,0,-3.0,-2.539999999999992,4.695414099931554,-0.08999999999999986,-1.35,-2.0,-26.0,5.219999999999999,34.0,-19.0,-0.5,-9.0,-7.0,0.0,0.0,0.0,-7.0
Virna Jandiroba,Marina Rodriguez,1,-1.0,-7.6200000000000045,1.0869267624914443,-2.4299999999999997,2.17,-8.0,-3.0,0.13999999999999968,7.0,0.0,0.8,2.0,0.0,-2.0,0.0,0.0,-4.0
Khaos Williams,Rolando Bedoya,1,3.0,2.539999999999992,-2.7926078028747434,-2.9299999999999997,0.0,-16.0,0.0,-1.5,80.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Kennedy Nzechukwu,Devin Clark,1,8.0,12.699999999999989,2.1711156741957565,1.87,-1.67,-9.0,17.0,1.3199999999999994,20.0,8.0,0.19999999999999998,-2.0,-4.0,0.0,0.0,0.0,-6.0
Matt Frevola,Drew Dober,1,1.0,2.539999999999992,1.6427104722792607,-0.8599999999999999,1.5799999999999996,1.0,19.0,-0.8999999999999999,-14.0,8.0,0.8,-16.0,-9.0,1.0,0.0,0.0,-13.0
Charles Jourdain,Kron Gracie,1,-1.0,0.0,7.378507871321013,1.9699999999999998,-0.37,5.0,-9.0,-2.6100000000000003,47.0,5.0,0.0,10.0,4.0,1.0,0.0,0.0,9.0
Diego Lopes,Movsar Evloev,0,0.0,10.159999999999997,0.8815879534565366,-2.45,-4.71,1.0,-50.0,2.1799999999999997,-38.0,-25.0,5.3,5.0,6.0,0.0,0.0,0.0,-5.0
Jessica Andrade,Yan Xiaonan,0,-1.0,-10.159999999999997,2.2751540041067764,1.13,1.6800000000000002,6.0,-12.0,1.7799999999999998,0.0,-7.0,0.4,7.0,9.0,0.0,0.0,0.0,15.0
Belal Muhammad,Gilbert Burns,1,1.0,2.539999999999992,1.9712525667351128,1.19,0.030000000000000027,-5.0,0.0,0.30000000000000027,46.0,3.0,-0.3,1.0,-3.0,0.0,0.0,0.0,-3.0
Henry Cejudo,Aljamain Sterling,0,-7.0,-7.6200000000000045,-2.4722792607802875,-0.8000000000000003,0.09999999999999987,-5.0,10.0,0.7399999999999998,38.0,2.0,-0.6000000000000001,-7.0,-1.0,0.0,0.0,0.0,-6.0
Journey Newson,Marcus McGhee,0,-2.0,-7.6200000000000045,-1.1663244353182751,-0.7799999999999998,0.56,-16.0,16.0,0.7599999999999998,-57.0,-13.0,-1.3,2.0,4.0,0.0,0.0,0.0,4.0
Irina Alekseeva,Stephanie Egger,1,-1.0,5.079999999999984,1.8726899383983573,1.91,-2.17,-10.0,-20.0,1.4699999999999998,50.0,-5.0,0.09999999999999998,-3.0,-2.0,0.0,0.0,0.0,-4.0
Charles Johnson,Cody Durden,0,3.0,5.079999999999984,-0.2135523613963039,1.1000000000000005,-5.18,3.0,-36.0,0.81,-26.0,2.0,-0.2,-3.0,1.0,-1.0,0.0,0.0,-3.0
Jake Collier,Martin Buday,0,1.0,-2.539999999999992,-3.0444900752908968,0.17999999999999972,0.41,-8.0,-17.0,-0.3200000000000003,-33.0,-5.0,0.3,0.0,9.0,0.0,0.0,0.0,10.0
Josh Quinlan,Trey Waters,0,-5.0,-12.699999999999989,-2.0396988364134154,-2.77,0.05999999999999994,-4.0,-38.0,2.0199999999999996,-17.0,-11.0,-0.8,-2.0,0.0,0.0,0.0,0.0,1.0
Marcos Rogerio de Lima,Waldo Cortes-Acosta,1,-3.0,-7.6200000000000045,-6.272416153319644,-3.36,1.34,6.0,47.0,-1.0999999999999996,-1.0,-1.0,0.5,11.0,9.0,1.0,0.0,0.0,13.0
Julian Erosa,Fernando Padilla,0,-2.0,0.0,-7.3757700205338805,0.71,1.66,10.0,46.0,0.54,-39.0,-6.0,0.6,13.0,7.0,0.0,0.0,0.0,11.0
Rodolfo Vieira,Cody Brundage,1,1.0,0.0,-4.63791923340178,1.67,1.1900000000000004,0.0,-24.0,2.32,27.0,5.0,0.2999999999999998,0.0,-3.0,0.0,0.0,0.0,-1.0
Caio Borralho,Michal Oleksiejczuk,1,1.0,-5.079999999999984,-2.099931553730322,-2.5300000000000002,1.8699999999999999,11.0,22.0,-2.3099999999999996,9.0,-3.0,0.7,-5.0,-5.0,0.0,0.0,0.0,-8.0
Ricky Simon,Song Yadong,0,2.0,-5.079999999999984,-5.253935660506502,-1.6000000000000005,5.31,2.0,-5.0,-0.54,3.0,3.0,0.2,0.0,-3.0,-1.0,0.0,0.0,-1.0
William Gomis,Francis Marshall,1,1.0,7.6200000000000045,-1.7193702943189597,-1.04,-2.23,13.0,10.0,-2.58,81.0,22.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
Junior Tafa,Mohammed Usman,0,-4.0,2.539999999999992,7.474332648870637,-1.0899999999999999,-1.26,0.0,-18.0,-3.41,84.0,24.0,0.0,-6.0,-1.0,0.0,0.0,0.0,-1.0
Karol Rosa,Norma Dumont,0,0.0,-5.0800000000000125,4.246406570841889,2.0199999999999996,-0.010000000000000009,6.0,-17.0,2.1799999999999997,-4.0,-18.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0
Montel Jackson,Rani Yahya,1,8.0,10.159999999999997,7.613963039014374,1.7699999999999998,0.56,16.0,39.0,-0.3600000000000001,45.0,14.0,-1.5999999999999999,-15.0,-9.0,-1.0,0.0,0.0,-11.0
Ricky Glenn,Christos Giagos,0,-1.0,5.079999999999984,-0.783025325119781,0.96,-2.38,1.0,-24.0,1.1499999999999995,16.0,0.0,0.0,2.0,-3.0,2.0,0.0,0.0,-3.0
Matthew Semelsberger,Jeremiah Wells,0,1.0,10.159999999999997,6.067077344284736,1.5399999999999996,-2.87,-2.0,15.0,3.2200000000000006,-50.0,8.0,-1.0999999999999999,-1.0,3.0,-1.0,0.0,0.0,4.0
Iasmin Lucindo,Brogan Walker,1,-1.0,-2.539999999999992,13.434633812457221,1.29,2.33,9.0,66.0,-0.4700000000000002,55.0,20.0,0.4,7.0,1.0,0.0,0.0,0.0,1.0
Bruno Silva,Brad Tavares,1,0.0,-2.539999999999992,1.5605749486652978,1.0499999999999998,0.28,8.0,1.0,2.3000000000000003,-9.0,-13.0,0.0,3.0,1.0,0.0,0.0,0.0,-9.0
Bruno Silva,Brad Tavares,1,-9.0,-22.859999999999985,2.2340862422997945,-0.33000000000000007,1.7599999999999998,3.0,4.0,0.06000000000000005,-18.0,3.0,0.3,-7.0,-4.0,2.0,0.0,0.0,-9.0
Sergei Pavlovich,Curtis Blaydes,1,4.0,-2.539999999999992,1.2320328542094456,5.16,-5.93,0.0,-53.0,2.4400000000000004,42.0,-2.0,0.0,1.0,-3.0,0.0,0.0,0.0,-10.0
Vitor Belfort,Randy Couture,0,-1.0,-2.539999999999992,13.776865160848734,-1.26,-1.7599999999999998,-11.0,14.0,1.3,-5.0,-9.0,0.09999999999999998,7.0,3.0,0.0,0.0,0.0,2.0
Chuck Liddell,Jeff Monson,1,2.0,12.700000000000017,-1.0869267624914443,2.0,-0.6200000000000001,5.0,63.0,-0.16000000000000014,15.0,-3.0,-0.7,-39.0,-18.0,-1.0,0.0,0.0,16.0
Elvis Sinosic,Tito Ortiz,0,3.0,0.0,-3.9425051334702257,-1.46,-2.47,-9.0,-35.0,1.7199999999999998,-54.0,-7.0,0.6,-12.0,-1.0,1.0,0.0,0.0,-20.0
Matt Lindland,Ricardo Almeida,1,0.0,0.0,-6.537987679671458,0.6000000000000001,-0.7300000000000004,1.0,10.0,0.3600000000000001,29.0,-9.0,0.10000000000000009,9.0,4.0,0.0,0.0,0.0,1.0
Elvis Sinosic,Jeremy Horn,1,3.0,5.0800000000000125,-4.528405201916495,-0.06000000000000005,-1.83,-2.0,-38.0,2.6099999999999994,-29.0,-2.0,0.09999999999999987,-84.0,-11.0,-3.0,0.0,0.0,-6.0
Caol Uno,Jens Pulver,0,0.0,0.0,0.4188911704312115,-0.2100000000000002,1.73,12.0,-2.0,-1.23,-26.0,-6.0,0.2,6.0,0.0,4.0,0.0,0.0,1.0
Evan Tanner,Tito Ortiz,0,0.0,-7.6200000000000045,-3.9479808350444903,0.45999999999999996,0.07999999999999963,13.0,8.0,-0.23999999999999977,-29.0,-4.0,0.7000000000000001,13.0,-4.0,-1.0,0.0,0.0,-10.0
Matt Hughes,Dennis Hallman,0,1.0,0.0,-2.135523613963039,1.02,1.1600000000000001,9.0,20.0,-0.5999999999999999,10.0,10.0,-0.9000000000000001,-8.0,-11.0,-2.0,0.0,0.0,16.0
Tito Ortiz,Wanderlei Silva,1,0.0,10.159999999999997,-1.4428473648186173,-0.20000000000000018,1.5000000000000002,6.0,-18.0,0.69,-8.0,0.0,0.0,-16.0,-1.0,0.0,0.0,0.0,15.0
Jeremy Horn,Chuck Liddell,1,-2.0,-2.5400000000000205,5.686516084873374,-1.7800000000000002,1.3900000000000001,4.0,-37.0,-0.72,-52.0,-1.0,1.1,70.0,14.0,5.0,0.0,0.0,-10.0
Wanderlei Silva,Vitor Belfort,0,0.0,-2.539999999999992,-0.7446954140999316,1.2,-0.050000000000000044,-6.0,-7.0,-0.6400000000000001,9.0,10.0,0.0,9.0,-1.0,1.0,0.0,0.0,-14.0
Aaron Riley,Robbie Lawler,0,-5.0,-7.6200000000000045,-1.2758384668035592,-0.3999999999999999,0.5299999999999999,-13.0,-30.0,-0.8900000000000001,-5.0,2.0,0.1,0.0,-2.0,1.0,0.0,0.0,-16.0
Yves Edwards,Rich Clementi,1,1.0,0.0,0.5010266940451745,1.4800000000000002,-0.96,5.0,11.0,0.04999999999999982,44.0,6.0,-0.40000000000000013,-3.0,-1.0,0.0,0.0,0.0,11.0
Hermes Franca,Caol Uno,1,1.0,-2.539999999999992,-0.6981519507186859,-0.1299999999999999,-0.41999999999999993,-10.0,5.0,0.9500000000000002,0.0,5.0,1.9,-9.0,-2.0,-5.0,0.0,0.0,1.0
Jeff Curran,Matt Serra,0,1.0,0.0,3.252566735112936,-0.43999999999999995,-1.6999999999999997,-8.0,-8.0,-0.16000000000000014,-3.0,14.0,0.29999999999999993,25.0,11.0,1.0,0.0,0.0,-11.0
Jay Hieron,Georges St-Pierre,0,-1.0,2.539999999999992,-4.804928131416838,-2.12,-0.11000000000000032,-21.0,-14.0,0.49,-17.0,-11.0,-0.10000000000000009,-3.0,5.0,0.0,0.0,0.0,-18.0
Matt Serra,Ivan Menjivar,1,4.0,0.0,-7.991786447638604,-0.7999999999999998,1.4899999999999998,2.0,-8.0,-0.11999999999999966,0.0,-19.0,-0.09999999999999998,-14.0,-5.0,0.0,0.0,0.0,5.0
Evan Tanner,Phil Baroni,1,2.0,7.6200000000000045,-5.177275838466803,0.2799999999999998,1.0899999999999999,14.0,-4.0,-1.29,-35.0,16.0,0.8,17.0,-10.0,0.0,0.0,0.0,7.0
Tim Sylvia,Frank Mir,0,1.0,12.699999999999989,-3.216974674880219,2.0500000000000003,-1.91,-6.0,60.0,-1.23,21.0,23.0,-1.9,13.0,-1.0,0.0,0.0,0.0,-14.0
Frank Trigg,Dennis Hallman,1,-1.0,0.0,-3.57015742642026,1.67,0.56,2.0,17.0,-0.06000000000000005,50.0,13.0,-1.3,-32.0,-11.0,-2.0,0.0,0.0,-2.0
Hermes Franca,Yves Edwards,0,-2.0,-7.619999999999976,-2.0971937029431897,-1.1300000000000001,0.77,-3.0,-17.0,0.5100000000000002,-32.0,-11.0,1.7,-18.0,-5.0,-1.0,0.0,0.0,-10.0
Chuck Liddell,Tito Ortiz,1,2.0,-2.539999999999992,-5.100616016427105,0.38000000000000034,-2.0300000000000002,-11.0,40.0,-0.16999999999999993,27.0,-4.0,-0.6,2.0,-4.0,-1.0,0.0,0.0,-4.0
Hermes Franca,Josh Thomson,0,0.0,-10.159999999999997,-4.071184120465435,-0.8099999999999998,-0.3899999999999999,-8.0,-3.0,0.73,-17.0,-9.0,1.0999999999999999,2.0,8.0,0.0,0.0,0.0,4.0
Georges St-Pierre,Karo Parisyan,1,4.0,2.539999999999992,-1.2758384668035592,1.2899999999999996,-1.1099999999999994,12.0,15.0,-0.79,24.0,14.0,0.10000000000000009,2.0,-9.0,0.0,0.0,0.0,9.0
Matt Hughes,BJ Penn,0,3.0,0.0,-5.166324435318275,-0.6199999999999997,1.7600000000000002,5.0,-5.0,-1.84,-39.0,-3.0,0.7,29.0,-5.0,-2.0,0.0,0.0,-2.0
Vitor Belfort,Randy Couture,1,-1.0,-2.539999999999992,13.776865160848734,-1.26,-1.7599999999999998,-11.0,14.0,1.3,-5.0,-9.0,0.09999999999999998,7.0,3.0,0.0,0.0,0.0,2.0
Robbie Lawler,Chris Lytle,1,6.0,0.0,7.586584531143052,0.0900000000000003,-0.04999999999999993,2.0,9.0,1.6400000000000001,10.0,1.0,-2.4,-1.0,-2.0,-5.0,0.0,0.0,5.0
Phil Baroni,Evan Tanner,0,-2.0,-7.6200000000000045,5.177275838466803,-0.2799999999999998,-1.0899999999999999,-14.0,4.0,1.29,35.0,-16.0,-0.8,-17.0,10.0,0.0,0.0,0.0,-7.0
Frank Trigg,Matt Hughes,0,-2.0,0.0,-1.434633812457221,0.6499999999999999,-0.6000000000000001,-7.0,-3.0,0.5399999999999998,40.0,3.0,-0.3999999999999999,-24.0,0.0,0.0,0.0,0.0,-18.0
Jorge Rivera,David Loiseau,1,-3.0,2.539999999999992,-7.800136892539356,1.57,0.41,4.0,8.0,-1.0,27.0,11.0,0.0,-3.0,-2.0,0.0,0.0,0.0,6.0
Andrei Arlovski,Vladimir Matyushenko,1,3.0,7.6200000000000045,8.084873374401095,1.88,-2.86,1.0,-10.0,1.58,6.0,-2.0,0.1,7.0,14.0,0.0,0.0,0.0,28.0
Randy Couture,Tito Ortiz,1,1.0,-5.0800000000000125,-11.589322381930184,0.26000000000000023,0.3099999999999996,11.0,11.0,-1.3499999999999999,4.0,-1.0,-0.09999999999999998,0.0,-1.0,-1.0,0.0,0.0,-3.0
Vitor Belfort,Marvin Eastman,1,1.0,7.6200000000000045,5.815195071868583,-0.6199999999999999,-0.3599999999999999,11.0,27.0,-1.0899999999999999,-28.0,8.0,0.6,8.0,-1.0,-1.0,0.0,0.0,21.0
Chuck Liddell,Randy Couture,0,1.0,2.5400000000000205,6.48870636550308,0.1200000000000001,-2.34,-22.0,29.0,1.18,23.0,-3.0,-0.5,2.0,-3.0,0.0,0.0,0.0,-1.0
Evan Tanner,Rich Franklin,0,-2.0,-2.539999999999992,-3.646817248459959,-1.0499999999999998,1.2399999999999998,15.0,-23.0,0.5700000000000003,-38.0,-6.0,0.6000000000000001,3.0,1.0,0.0,0.0,0.0,-3.0
Sean Sherk,Matt Hughes,0,-6.0,-7.619999999999976,-0.188911704312115,0.029999999999999805,1.1399999999999997,-18.0,-4.0,1.3499999999999999,21.0,2.0,-0.7999999999999999,-9.0,-5.0,1.0,0.0,0.0,-13.0
Phil Baroni,Matt Lindland,0,-2.0,-7.6200000000000045,5.916495550992471,0.1499999999999999,-1.5499999999999998,-5.0,-1.0,2.37,0.0,-12.0,-0.8,-7.0,9.0,0.0,0.0,0.0,-2.0
Chuck Liddell,Renato Sobral,1,1.0,2.5400000000000205,-5.722108145106092,0.7400000000000002,-2.04,-10.0,33.0,1.18,16.0,-1.0,-2.6,-16.0,-3.0,0.0,0.0,0.0,13.0
Ken Shamrock,Tito Ortiz,0,-2.0,-5.0800000000000125,-10.948665297741274,-1.1199999999999999,-1.5300000000000002,0.0,25.0,1.42,-10.0,-21.0,1.9,9.0,5.0,1.0,0.0,0.0,-14.0
Matt Serra,BJ Penn,0,-2.0,-7.619999999999976,-4.531143052703627,-0.7799999999999998,0.8599999999999999,-9.0,-35.0,-0.56,-36.0,-10.0,0.4,-5.0,-7.0,-2.0,0.0,0.0,-13.0
Elvis Sinosic,Renato Sobral,0,2.0,5.0800000000000125,-4.563997262149213,-1.1,-2.48,-8.0,-42.0,3.0699999999999994,-65.0,-4.0,-1.4000000000000001,-30.0,0.0,2.0,0.0,0.0,-3.0
Chuck Liddell,Vitor Belfort,1,2.0,5.0800000000000125,-7.2881587953456535,1.3800000000000001,-0.5800000000000001,-11.0,15.0,-0.1200000000000001,28.0,6.0,-0.6,-5.0,-6.0,0.0,0.0,0.0,-3.0
Yves Edwards,Caol Uno,0,3.0,5.079999999999984,1.3990417522245038,1.0000000000000002,-1.19,-7.0,22.0,0.43999999999999995,32.0,16.0,0.19999999999999996,9.0,3.0,-4.0,0.0,0.0,11.0
Evan Tanner,Elvis Sinosic,1,-3.0,-7.6200000000000045,-0.0054757015742642025,1.92,2.55,22.0,43.0,-1.9599999999999995,25.0,3.0,0.10000000000000009,25.0,-3.0,-2.0,0.0,0.0,10.0
Josh Barnett,Randy Couture,1,3.0,5.0800000000000125,14.387405886379192,0.3500000000000001,-1.5199999999999998,-7.0,9.0,0.5799999999999998,-3.0,-2.0,0.8999999999999999,16.0,-3.0,0.0,0.0,0.0,-14.0
BJ Penn,Jens Pulver,0,0.0,5.079999999999984,4.0191649555099245,0.6399999999999997,0.97,11.0,22.0,0.07000000000000028,11.0,0.0,0.2,-11.0,-5.0,1.0,0.0,0.0,18.0
Matt Lindland,Phil Baroni,1,2.0,7.6200000000000045,-5.916495550992471,-0.1499999999999999,1.5499999999999998,5.0,1.0,-2.37,0.0,12.0,0.8,7.0,-9.0,0.0,0.0,0.0,2.0
BJ Penn,Caol Uno,1,0.0,5.079999999999984,3.600273785078713,0.8499999999999999,-0.76,-1.0,24.0,1.3000000000000003,37.0,6.0,0.0,-17.0,-5.0,-3.0,0.0,0.0,17.0
Yves Edwards,Matt Serra,0,5.0,7.619999999999976,2.329911019849418,0.9300000000000002,-1.2899999999999998,3.0,33.0,-0.30000000000000027,31.0,20.0,-0.20000000000000007,31.0,15.0,1.0,0.0,0.0,7.0
Dennis Hallman,Jens Pulver,0,2.0,5.079999999999984,0.9883641341546886,-1.0,1.57,7.0,-3.0,-1.17,-38.0,-13.0,1.8,26.0,1.0,1.0,0.0,0.0,0.0
Vladimir Matyushenko,Tito Ortiz,0,0.0,-7.6200000000000045,-4.05201916495551,-0.69,0.7799999999999998,-2.0,11.0,-1.2599999999999998,16.0,-1.0,-0.5,8.0,-4.0,-1.0,0.0,0.0,-15.0
Yves Edwards,Josh Thomson,1,2.0,-2.5400000000000205,-1.9739904175222451,0.3200000000000003,-1.16,-5.0,14.0,0.21999999999999975,15.0,2.0,-0.6000000000000001,20.0,13.0,1.0,0.0,0.0,14.0
Marvin Eastman,Travis Lutter,0,-2.0,-5.0800000000000125,-1.9274469541409993,1.8,-0.5700000000000001,3.0,9.0,1.5,51.0,0.0,-0.7,8.0,9.0,1.0,0.0,0.0,-1.0
Nick Diaz,Drew Fickett,1,6.0,7.619999999999976,3.6331279945242985,3.38,-0.020000000000000018,1.0,-3.0,1.5499999999999998,30.0,2.0,-1.2000000000000002,-16.0,-11.0,0.0,0.0,0.0,8.0
Drew Fickett,Josh Neer,1,-2.0,-2.539999999999992,-3.274469541409993,-0.96,0.20999999999999996,-5.0,1.0,-1.3399999999999999,-16.0,-1.0,0.9000000000000001,6.0,5.0,-1.0,0.0,0.0,-8.0
James Irvin,Terry Martin,1,4.0,15.240000000000009,-2.078028747433265,-0.79,-3.1,5.0,-42.0,0.73,-56.0,-19.0,0.5,-6.0,-1.0,0.0,0.0,0.0,4.0
Jonathan Goulet,Jay Hieron,1,-2.0,0.0,2.954140999315537,-0.04999999999999982,0.1200000000000001,9.0,10.0,0.11999999999999988,-21.0,-15.0,-0.4,0.0,5.0,0.0,0.0,0.0,5.0
Chael Sonnen,Trevor Prangley,1,-2.0,0.0,4.607802874743326,0.4900000000000002,0.43000000000000016,-17.0,4.0,-0.9199999999999999,-8.0,14.0,-0.6,-5.0,4.0,-1.0,0.0,0.0,10.0
Jason Lambert,Terry Martin,1,4.0,17.78,-5.3552361396303905,0.3900000000000001,-1.75,15.0,-6.0,-1.2899999999999998,-64.0,-4.0,2.4,3.0,2.0,0.0,0.0,0.0,2.0
